movieId,title,genres,tmdbid,overview,production_countries,runtime,spoken_languages,vote_average,vote_count
914,My Fair Lady (1964),"Comedy,Drama,Musical,Romance",11113,A snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society.,United States of America,170,English,7.5,1282
915,Sabrina (1954),"Comedy,Romance",6620,"Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work – busily running the family corporate empire, he has no time for a wife and family. David is all play – technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. Meanwhile, Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who goes away to Paris for two years, and returns to capture David's attention, while falling in love with Linus.",United States of America,113,"English,Français",7.5,1213
916,Roman Holiday (1953),"Comedy,Drama,Romance",804,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",United States of America,119,"English,Italiano",7.9,2011
917,"Little Princess, The (1939)","Children,Drama",26531,A little girl goes in search of her father who is reported missing by the military during the Second Boer War.,United States of America,93,English,6.7,104
918,Meet Me in St. Louis (1944),Musical,909,Young love and childish fears highlight a year in the life of a turn-of-the-century family up to the 1904 St. Louis World's Fair.,United States of America,114,English,7.0,361
919,"Wizard of Oz, The (1939)","Adventure,Children,Fantasy,Musical",630,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",United States of America,102,English,7.6,5472
920,Gone with the Wind (1939),"Drama,Romance,War",770,The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.,United States of America,233,English,7.9,3979
921,My Favorite Year (1982),Comedy,31044,"Fledgling comic Benjy Stone can't believe his luck when his childhood hero, the swashbuckling matinee idol Alan Swann, gets booked to appear on the variety show he writes for. But when Swann arrives, he fails to live up to his silver screen image. Instead, he's a drunken womanizer who suffers from stage fright. Benjy is assigned to look after him before the show, and it's all he can do to keep his former idol from going completely off the rails.",United States of America,92,English,6.8,102
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),"Drama,Film-Noir,Romance",599,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,United States of America,110,English,8.3,2544
923,Citizen Kane (1941),"Drama,Mystery",15,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",United States of America,119,English,8.0,5444
924,2001: A Space Odyssey (1968),"Adventure,Drama,Sci-Fi",62,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","United Kingdom,United States of America",149,"English,Pусский",8.1,11401
925,Golden Earrings (1947),"Adventure,Romance,War",121357,A British colonel escapes from the Gestapo to the Black Forest and poses as a Gypsy's mate.,United States of America,95,English,5.8,8
926,All About Eve (1950),Drama,705,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.",United States of America,139,"English,Français",8.1,1510
927,"Women, The (1939)",Comedy,22490,A happily married woman lets her catty friends talk her into divorce when her husband strays.,United States of America,133,"English,Français",7.1,147
928,Rebecca (1940),"Drama,Mystery,Romance,Thriller",223,"Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",United States of America,130,"English,Français",7.9,1731
929,Foreign Correspondent (1940),"Drama,Film-Noir,Mystery,Thriller",25670,"American crime reporter John Jones is reassigned to Europe as a foreign correspondent to cover the imminent war. When he walks into the middle of an assassination and stumbles on a spy ring, he seeks help from a beautiful politician’s daughter and an urbane English journalist to uncover the truth.",United States of America,120,"English,Français,Deutsch,Italiano,Latviešu",7.0,381
930,Notorious (1946),"Film-Noir,Romance,Thriller",303,"In order to help bring Nazis to justice, U.S. government agent T.R. Devlin recruits Alicia Huberman, the American daughter of a convicted German war criminal, as a spy. As they begin to fall for one another, Alicia is instructed to win the affections of Alexander Sebastian, a Nazi hiding out in Brazil. When Sebastian becomes serious about his relationship with Alicia, the stakes get higher, and Devlin must watch her slip further undercover.",United States of America,103,English,7.8,1578
931,Spellbound (1945),"Mystery,Romance,Thriller",4174,"When Dr. Anthony Edwardes arrives at a Vermont mental hospital to replace the outgoing hospital director, Dr. Constance Peterson, a psychoanalyst, discovers Edwardes is actually an impostor. The man confesses that the real Dr. Edwardes is dead and fears he may have killed him, but cannot recall anything. Dr. Peterson, however is convinced his impostor is innocent of the man's murder, and joins him on a quest to unravel his amnesia through psychoanalysis.",United States of America,111,English,7.4,870
932,"Affair to Remember, An (1957)","Drama,Romance",8356,A couple falls in love and agrees to meet in six months at the Empire State Building - but will it happen?,United States of America,111,"English,Français,Italiano",7.4,451
933,To Catch a Thief (1955),"Crime,Mystery,Romance,Thriller",381,"An ex-thief is accused of enacting a new crime spree, so to clear his name he sets off to catch the new thief, who’s imitating his signature style.",United States of America,106,"Français,English",7.3,1474
934,Father of the Bride (1950),Comedy,20758,"Proud father Stanley Banks remembers the day his daughter, Kay, got married. Starting when she announces her engagement through to the wedding itself, we learn of all the surprises and disasters along the way.",United States of America,92,English,7.0,199
